CIK,Simulation,Year,Revenue,EBITDA,CapEx,Free Cash Flow,Net Income
0000002969,10,2031,,,,,
0000002969,10,2032,,,,,
0000002969,10,2033,,,,,
0000002969,11,2024,,,,,
0000002969,11,2025,,,,,
0000002969,11,2026,,,,,
0000002969,11,2027,,,,,
0000002969,11,2028,,,,,
0000002969,11,2029,,,,,
0000002969,11,2030,,,,,
0000002969,11,2031,,,,,
0000002969,11,2032,,,,,
0000002969,11,2033,,,,,
0000002969,12,2024,,,,,
0000002969,12,2025,,,,,
0000002969,12,2026,,,,,
0000002969,12,2027,,,,,
0000002969,12,2028,,,,,
0000002969,12,2029,,,,,
0000002969,12,2030,,,,,
0000002969,12,2031,,,,,
0000002969,12,2032,,,,,
0000002969,12,2033,,,,,
0000002969,13,2024,,,,,
0000002969,13,2025,,,,,
0000002969,13,2026,,,,,
0000002969,13,2027,,,,,
0000002969,13,2028,,,,,
0000002969,13,2029,,,,,
0000002969,13,2030,,,,,
0000002969,13,2031,,,,,
0000002969,13,2032,,,,,
0000002969,13,2033,,,,,
0000002969,14,2024,,,,,
0000002969,14,2025,,,,,
0000002969,14,2026,,,,,
0000002969,14,2027,,,,,
0000002969,14,2028,,,,,
0000002969,14,2029,,,,,
0000002969,14,2030,,,,,
0000002969,14,2031,,,,,
0000002969,14,2032,,,,,
0000002969,14,2033,,,,,
0000002969,15,2024,,,,,
0000002969,15,2025,,,,,
0000002969,15,2026,,,,,
0000002969,15,2027,,,,,
0000002969,15,2028,,,,,
0000002969,15,2029,,,,,
0000002969,15,2030,,,,,
0000002969,15,2031,,,,,
0000002969,15,2032,,,,,
0000002969,15,2033,,,,,
0000002969,16,2024,,,,,
0000002969,16,2025,,,,,
0000002969,16,2026,,,,,
0000002969,16,2027,,,,,
0000002969,16,2028,,,,,
0000002969,16,2029,,,,,
0000002969,16,2030,,,,,
0000002969,16,2031,,,,,
0000002969,16,2032,,,,,
0000002969,16,2033,,,,,
0000002969,17,2024,,,,,
0000002969,17,2025,,,,,
0000002969,17,2026,,,,,
0000002969,17,2027,,,,,
0000002969,17,2028,,,,,
0000002969,17,2029,,,,,
0000002969,17,2030,,,,,
0000002969,17,2031,,,,,
0000002969,17,2032,,,,,
0000002969,17,2033,,,,,
0000002969,18,2024,,,,,
0000002969,18,2025,,,,,
0000002969,18,2026,,,,,
0000002969,18,2027,,,,,
0000002969,18,2028,,,,,
0000002969,18,2029,,,,,
0000002969,18,2030,,,,,
0000002969,18,2031,,,,,
0000002969,18,2032,,,,,
0000002969,18,2033,,,,,
0000002969,19,2024,,,,,
0000002969,19,2025,,,,,
0000002969,19,2026,,,,,
0000002969,19,2027,,,,,
0000002969,19,2028,,,,,
0000002969,19,2029,,,,,
0000002969,19,2030,,,,,
0000002969,19,2031,,,,,
0000002969,19,2032,,,,,
0000002969,19,2033,,,,,
0000002969,20,2024,,,,,
0000002969,20,2025,,,,,
0000002969,20,2026,,,,,
0000002969,20,2027,,,,,
0000002969,20,2028,,,,,
0000002969,20,2029,,,,,
0000002969,20,2030,,,,,
0000002969,20,2031,,,,,
0000002969,20,2032,,,,,
0000002969,20,2033,,,,,
0000002969,21,2024,,,,,
0000002969,21,2025,,,,,
0000002969,21,2026,,,,,
0000002969,21,2027,,,,,
0000002969,21,2028,,,,,
0000002969,21,2029,,,,,
0000002969,21,2030,,,,,
0000002969,21,2031,,,,,
0000002969,21,2032,,,,,
0000002969,21,2033,,,,,
0000002969,22,2024,,,,,
0000002969,22,2025,,,,,
0000002969,22,2026,,,,,
0000002969,22,2027,,,,,
0000002969,22,2028,,,,,
0000002969,22,2029,,,,,
0000002969,22,2030,,,,,
0000002969,22,2031,,,,,
0000002969,22,2032,,,,,
0000002969,22,2033,,,,,
0000002969,23,2024,,,,,
0000002969,23,2025,,,,,
0000002969,23,2026,,,,,
0000002969,23,2027,,,,,
0000002969,23,2028,,,,,
0000002969,23,2029,,,,,
0000002969,23,2030,,,,,
0000002969,23,2031,,,,,
0000002969,23,2032,,,,,
0000002969,23,2033,,,,,
0000002969,24,2024,,,,,
0000002969,24,2025,,,,,
0000002969,24,2026,,,,,
0000002969,24,2027,,,,,
0000002969,24,2028,,,,,
0000002969,24,2029,,,,,
0000002969,24,2030,,,,,
0000002969,24,2031,,,,,
0000002969,24,2032,,,,,
0000002969,24,2033,,,,,
0000002969,25,2024,,,,,
0000002969,25,2025,,,,,
0000002969,25,2026,,,,,
0000002969,25,2027,,,,,
0000002969,25,2028,,,,,
0000002969,25,2029,,,,,
0000002969,25,2030,,,,,
0000002969,25,2031,,,,,
0000002969,25,2032,,,,,
0000002969,25,2033,,,,,
0000002969,26,2024,,,,,
0000002969,26,2025,,,,,
0000002969,26,2026,,,,,
0000002969,26,2027,,,,,
0000002969,26,2028,,,,,
0000002969,26,2029,,,,,
0000002969,26,2030,,,,,
0000002969,26,2031,,,,,
0000002969,26,2032,,,,,
0000002969,26,2033,,,,,
0000002969,27,2024,,,,,
0000002969,27,2025,,,,,
0000002969,27,2026,,,,,
0000002969,27,2027,,,,,
0000002969,27,2028,,,,,
0000002969,27,2029,,,,,
0000002969,27,2030,,,,,
0000002969,27,2031,,,,,
0000002969,27,2032,,,,,
0000002969,27,2033,,,,,
0000002969,28,2024,,,,,
0000002969,28,2025,,,,,
0000002969,28,2026,,,,,
0000002969,28,2027,,,,,
0000002969,28,2028,,,,,
0000002969,28,2029,,,,,
0000002969,28,2030,,,,,
0000002969,28,2031,,,,,
0000002969,28,2032,,,,,
0000002969,28,2033,,,,,
0000002969,29,2024,,,,,
0000002969,29,2025,,,,,
0000002969,29,2026,,,,,
0000002969,29,2027,,,,,
0000002969,29,2028,,,,,
0000002969,29,2029,,,,,
0000002969,29,2030,,,,,
0000002969,29,2031,,,,,
0000002969,29,2032,,,,,
0000002969,29,2033,,,,,
0000002969,30,2024,,,,,
0000002969,30,2025,,,,,
0000002969,30,2026,,,,,
0000002969,30,2027,,,,,
0000002969,30,2028,,,,,
0000002969,30,2029,,,,,
0000002969,30,2030,,,,,
0000002969,30,2031,,,,,
0000002969,30,2032,,,,,
0000002969,30,2033,,,,,
0000002969,31,2024,,,,,
0000002969,31,2025,,,,,
0000002969,31,2026,,,,,
0000002969,31,2027,,,,,
0000002969,31,2028,,,,,
0000002969,31,2029,,,,,
0000002969,31,2030,,,,,
0000002969,31,2031,,,,,
0000002969,31,2032,,,,,
0000002969,31,2033,,,,,
0000002969,32,2024,,,,,
0000002969,32,2025,,,,,
0000002969,32,2026,,,,,
0000002969,32,2027,,,,,
0000002969,32,2028,,,,,
0000002969,32,2029,,,,,
0000002969,32,2030,,,,,
0000002969,32,2031,,,,,
0000002969,32,2032,,,,,
0000002969,32,2033,,,,,
0000002969,33,2024,,,,,
0000002969,33,2025,,,,,
0000002969,33,2026,,,,,
0000002969,33,2027,,,,,
0000002969,33,2028,,,,,
0000002969,33,2029,,,,,
0000002969,33,2030,,,,,
0000002969,33,2031,,,,,
0000002969,33,2032,,,,,
0000002969,33,2033,,,,,
0000002969,34,2024,,,,,
0000002969,34,2025,,,,,
0000002969,34,2026,,,,,
0000002969,34,2027,,,,,
0000002969,34,2028,,,,,
0000002969,34,2029,,,,,
0000002969,34,2030,,,,,
0000002969,34,2031,,,,,
0000002969,34,2032,,,,,
0000002969,34,2033,,,,,
0000002969,35,2024,,,,,
0000002969,35,2025,,,,,
0000002969,35,2026,,,,,
0000002969,35,2027,,,,,
0000002969,35,2028,,,,,
0000002969,35,2029,,,,,
0000002969,35,2030,,,,,
0000002969,35,2031,,,,,
0000002969,35,2032,,,,,
0000002969,35,2033,,,,,
0000002969,36,2024,,,,,
0000002969,36,2025,,,,,
0000002969,36,2026,,,,,
0000002969,36,2027,,,,,
0000002969,36,2028,,,,,
0000002969,36,2029,,,,,
0000002969,36,2030,,,,,
0000002969,36,2031,,,,,
0000002969,36,2032,,,,,
0000002969,36,2033,,,,,
0000002969,37,2024,,,,,
0000002969,37,2025,,,,,
0000002969,37,2026,,,,,
0000002969,37,2027,,,,,
0000002969,37,2028,,,,,
0000002969,37,2029,,,,,
0000002969,37,2030,,,,,
0000002969,37,2031,,,,,
0000002969,37,2032,,,,,
0000002969,37,2033,,,,,
0000002969,38,2024,,,,,
0000002969,38,2025,,,,,
0000002969,38,2026,,,,,
0000002969,38,2027,,,,,
0000002969,38,2028,,,,,
0000002969,38,2029,,,,,
0000002969,38,2030,,,,,
0000002969,38,2031,,,,,
0000002969,38,2032,,,,,
0000002969,38,2033,,,,,
0000002969,39,2024,,,,,
0000002969,39,2025,,,,,
0000002969,39,2026,,,,,
0000002969,39,2027,,,,,
0000002969,39,2028,,,,,
0000002969,39,2029,,,,,
0000002969,39,2030,,,,,
0000002969,39,2031,,,,,
0000002969,39,2032,,,,,
0000002969,39,2033,,,,,
0000002969,40,2024,,,,,
0000002969,40,2025,,,,,
0000002969,40,2026,,,,,
0000002969,40,2027,,,,,
0000002969,40,2028,,,,,
0000002969,40,2029,,,,,
0000002969,40,2030,,,,,
0000002969,40,2031,,,,,
0000002969,40,2032,,,,,
0000002969,40,2033,,,,,
0000002969,41,2024,,,,,
0000002969,41,2025,,,,,
0000002969,41,2026,,,,,
0000002969,41,2027,,,,,
0000002969,41,2028,,,,,
0000002969,41,2029,,,,,
0000002969,41,2030,,,,,
0000002969,41,2031,,,,,
0000002969,41,2032,,,,,
0000002969,41,2033,,,,,
0000002969,42,2024,,,,,
0000002969,42,2025,,,,,
0000002969,42,2026,,,,,
0000002969,42,2027,,,,,
0000002969,42,2028,,,,,
0000002969,42,2029,,,,,
0000002969,42,2030,,,,,
0000002969,42,2031,,,,,
0000002969,42,2032,,,,,
0000002969,42,2033,,,,,
0000002969,43,2024,,,,,
0000002969,43,2025,,,,,
0000002969,43,2026,,,,,
0000002969,43,2027,,,,,
0000002969,43,2028,,,,,
0000002969,43,2029,,,,,
0000002969,43,2030,,,,,
0000002969,43,2031,,,,,
0000002969,43,2032,,,,,
0000002969,43,2033,,,,,
0000002969,44,2024,,,,,
0000002969,44,2025,,,,,
0000002969,44,2026,,,,,
0000002969,44,2027,,,,,
0000002969,44,2028,,,,,
0000002969,44,2029,,,,,
0000002969,44,2030,,,,,
0000002969,44,2031,,,,,
0000002969,44,2032,,,,,
0000002969,44,2033,,,,,
0000002969,45,2024,,,,,
0000002969,45,2025,,,,,
0000002969,45,2026,,,,,
0000002969,45,2027,,,,,
0000002969,45,2028,,,,,
0000002969,45,2029,,,,,
0000002969,45,2030,,,,,
0000002969,45,2031,,,,,
0000002969,45,2032,,,,,
0000002969,45,2033,,,,,
0000002969,46,2024,,,,,
0000002969,46,2025,,,,,
0000002969,46,2026,,,,,
0000002969,46,2027,,,,,
0000002969,46,2028,,,,,
0000002969,46,2029,,,,,
0000002969,46,2030,,,,,
0000002969,46,2031,,,,,
0000002969,46,2032,,,,,
0000002969,46,2033,,,,,
0000002969,47,2024,,,,,
0000002969,47,2025,,,,,
0000002969,47,2026,,,,,
0000002969,47,2027,,,,,
0000002969,47,2028,,,,,
0000002969,47,2029,,,,,
0000002969,47,2030,,,,,
0000002969,47,2031,,,,,
0000002969,47,2032,,,,,
0000002969,47,2033,,,,,
0000002969,48,2024,,,,,
0000002969,48,2025,,,,,
0000002969,48,2026,,,,,
0000002969,48,2027,,,,,
0000002969,48,2028,,,,,
0000002969,48,2029,,,,,
0000002969,48,2030,,,,,
0000002969,48,2031,,,,,
0000002969,48,2032,,,,,
0000002969,48,2033,,,,,
0000002969,49,2024,,,,,
0000002969,49,2025,,,,,
0000002969,49,2026,,,,,
0000002969,49,2027,,,,,
0000002969,49,2028,,,,,
0000002969,49,2029,,,,,
0000002969,49,2030,,,,,
0000002969,49,2031,,,,,
0000002969,49,2032,,,,,
0000002969,49,2033,,,,,
0000002969,50,2024,,,,,
0000002969,50,2025,,,,,
0000002969,50,2026,,,,,
0000002969,50,2027,,,,,
0000002969,50,2028,,,,,
0000002969,50,2029,,,,,
0000002969,50,2030,,,,,
0000002969,50,2031,,,,,
0000002969,50,2032,,,,,
0000002969,50,2033,,,,,
0000002969,51,2024,,,,,
0000002969,51,2025,,,,,
0000002969,51,2026,,,,,
0000002969,51,2027,,,,,
0000002969,51,2028,,,,,
0000002969,51,2029,,,,,
0000002969,51,2030,,,,,
0000002969,51,2031,,,,,
0000002969,51,2032,,,,,
0000002969,51,2033,,,,,
0000002969,52,2024,,,,,
0000002969,52,2025,,,,,
0000002969,52,2026,,,,,
0000002969,52,2027,,,,,
0000002969,52,2028,,,,,
0000002969,52,2029,,,,,
0000002969,52,2030,,,,,
0000002969,52,2031,,,,,
0000002969,52,2032,,,,,
0000002969,52,2033,,,,,
0000002969,53,2024,,,,,
0000002969,53,2025,,,,,
0000002969,53,2026,,,,,
0000002969,53,2027,,,,,
0000002969,53,2028,,,,,
0000002969,53,2029,,,,,
0000002969,53,2030,,,,,
0000002969,53,2031,,,,,
0000002969,53,2032,,,,,
0000002969,53,2033,,,,,
0000002969,54,2024,,,,,
0000002969,54,2025,,,,,
0000002969,54,2026,,,,,
0000002969,54,2027,,,,,
0000002969,54,2028,,,,,
0000002969,54,2029,,,,,
0000002969,54,2030,,,,,
0000002969,54,2031,,,,,
0000002969,54,2032,,,,,
0000002969,54,2033,,,,,
0000002969,55,2024,,,,,
0000002969,55,2025,,,,,
0000002969,55,2026,,,,,
0000002969,55,2027,,,,,
0000002969,55,2028,,,,,
0000002969,55,2029,,,,,
0000002969,55,2030,,,,,
0000002969,55,2031,,,,,
0000002969,55,2032,,,,,
0000002969,55,2033,,,,,
0000002969,56,2024,,,,,
0000002969,56,2025,,,,,
0000002969,56,2026,,,,,
0000002969,56,2027,,,,,
0000002969,56,2028,,,,,
0000002969,56,2029,,,,,
0000002969,56,2030,,,,,
0000002969,56,2031,,,,,
0000002969,56,2032,,,,,
0000002969,56,2033,,,,,
0000002969,57,2024,,,,,
0000002969,57,2025,,,,,
0000002969,57,2026,,,,,
0000002969,57,2027,,,,,
0000002969,57,2028,,,,,
0000002969,57,2029,,,,,
0000002969,57,2030,,,,,
0000002969,57,2031,,,,,
0000002969,57,2032,,,,,
0000002969,57,2033,,,,,
0000002969,58,2024,,,,,
0000002969,58,2025,,,,,
0000002969,58,2026,,,,,
0000002969,58,2027,,,,,
0000002969,58,2028,,,,,
0000002969,58,2029,,,,,
0000002969,58,2030,,,,,
0000002969,58,2031,,,,,
0000002969,58,2032,,,,,
0000002969,58,2033,,,,,
0000002969,59,2024,,,,,
0000002969,59,2025,,,,,
0000002969,59,2026,,,,,
0000002969,59,2027,,,,,
0000002969,59,2028,,,,,
0000002969,59,2029,,,,,
0000002969,59,2030,,,,,
0000002969,59,2031,,,,,
0000002969,59,2032,,,,,
0000002969,59,2033,,,,,
0000002969,60,2024,,,,,
0000002969,60,2025,,,,,
0000002969,60,2026,,,,,
0000002969,60,2027,,,,,
0000002969,60,2028,,,,,
0000002969,60,2029,,,,,
0000002969,60,2030,,,,,
0000002969,60,2031,,,,,
0000002969,60,2032,,,,,
0000002969,60,2033,,,,,
0000002969,61,2024,,,,,
0000002969,61,2025,,,,,
0000002969,61,2026,,,,,
0000002969,61,2027,,,,,
0000002969,61,2028,,,,,
0000002969,61,2029,,,,,
0000002969,61,2030,,,,,
0000002969,61,2031,,,,,
0000002969,61,2032,,,,,
0000002969,61,2033,,,,,
0000002969,62,2024,,,,,
0000002969,62,2025,,,,,
0000002969,62,2026,,,,,
0000002969,62,2027,,,,,
0000002969,62,2028,,,,,
0000002969,62,2029,,,,,
0000002969,62,2030,,,,,
0000002969,62,2031,,,,,
0000002969,62,2032,,,,,
0000002969,62,2033,,,,,
0000002969,63,2024,,,,,
0000002969,63,2025,,,,,
0000002969,63,2026,,,,,
0000002969,63,2027,,,,,
0000002969,63,2028,,,,,
0000002969,63,2029,,,,,
0000002969,63,2030,,,,,
0000002969,63,2031,,,,,
0000002969,63,2032,,,,,
0000002969,63,2033,,,,,
0000002969,64,2024,,,,,
0000002969,64,2025,,,,,
0000002969,64,2026,,,,,
0000002969,64,2027,,,,,
0000002969,64,2028,,,,,
0000002969,64,2029,,,,,
0000002969,64,2030,,,,,
0000002969,64,2031,,,,,
0000002969,64,2032,,,,,
0000002969,64,2033,,,,,
0000002969,65,2024,,,,,
0000002969,65,2025,,,,,
0000002969,65,2026,,,,,
0000002969,65,2027,,,,,
0000002969,65,2028,,,,,
0000002969,65,2029,,,,,
0000002969,65,2030,,,,,
0000002969,65,2031,,,,,
0000002969,65,2032,,,,,
0000002969,65,2033,,,,,
0000002969,66,2024,,,,,
0000002969,66,2025,,,,,
0000002969,66,2026,,,,,
0000002969,66,2027,,,,,
0000002969,66,2028,,,,,
0000002969,66,2029,,,,,
0000002969,66,2030,,,,,
0000002969,66,2031,,,,,
0000002969,66,2032,,,,,
0000002969,66,2033,,,,,
0000002969,67,2024,,,,,
0000002969,67,2025,,,,,
0000002969,67,2026,,,,,
0000002969,67,2027,,,,,
0000002969,67,2028,,,,,
0000002969,67,2029,,,,,
0000002969,67,2030,,,,,
0000002969,67,2031,,,,,
0000002969,67,2032,,,,,
0000002969,67,2033,,,,,
0000002969,68,2024,,,,,
0000002969,68,2025,,,,,
0000002969,68,2026,,,,,
0000002969,68,2027,,,,,
0000002969,68,2028,,,,,
0000002969,68,2029,,,,,
0000002969,68,2030,,,,,
0000002969,68,2031,,,,,
0000002969,68,2032,,,,,
0000002969,68,2033,,,,,
0000002969,69,2024,,,,,
0000002969,69,2025,,,,,
0000002969,69,2026,,,,,
0000002969,69,2027,,,,,
0000002969,69,2028,,,,,
0000002969,69,2029,,,,,
0000002969,69,2030,,,,,
0000002969,69,2031,,,,,
0000002969,69,2032,,,,,
0000002969,69,2033,,,,,
0000002969,70,2024,,,,,
0000002969,70,2025,,,,,
0000002969,70,2026,,,,,
0000002969,70,2027,,,,,
0000002969,70,2028,,,,,
0000002969,70,2029,,,,,
0000002969,70,2030,,,,,
0000002969,70,2031,,,,,
0000002969,70,2032,,,,,
0000002969,70,2033,,,,,
0000002969,71,2024,,,,,
0000002969,71,2025,,,,,
0000002969,71,2026,,,,,
0000002969,71,2027,,,,,
0000002969,71,2028,,,,,
0000002969,71,2029,,,,,
0000002969,71,2030,,,,,
0000002969,71,2031,,,,,
0000002969,71,2032,,,,,
0000002969,71,2033,,,,,
0000002969,72,2024,,,,,
0000002969,72,2025,,,,,
0000002969,72,2026,,,,,
0000002969,72,2027,,,,,
0000002969,72,2028,,,,,
0000002969,72,2029,,,,,
0000002969,72,2030,,,,,
0000002969,72,2031,,,,,
0000002969,72,2032,,,,,
0000002969,72,2033,,,,,
0000002969,73,2024,,,,,
0000002969,73,2025,,,,,
0000002969,73,2026,,,,,
0000002969,73,2027,,,,,
0000002969,73,2028,,,,,
0000002969,73,2029,,,,,
0000002969,73,2030,,,,,
0000002969,73,2031,,,,,
0000002969,73,2032,,,,,
0000002969,73,2033,,,,,
0000002969,74,2024,,,,,
0000002969,74,2025,,,,,
0000002969,74,2026,,,,,
0000002969,74,2027,,,,,
0000002969,74,2028,,,,,
0000002969,74,2029,,,,,
0000002969,74,2030,,,,,
0000002969,74,2031,,,,,
0000002969,74,2032,,,,,
0000002969,74,2033,,,,,
0000002969,75,2024,,,,,
0000002969,75,2025,,,,,
0000002969,75,2026,,,,,
0000002969,75,2027,,,,,
0000002969,75,2028,,,,,
0000002969,75,2029,,,,,
0000002969,75,2030,,,,,
0000002969,75,2031,,,,,
0000002969,75,2032,,,,,
0000002969,75,2033,,,,,
0000002969,76,2024,,,,,
0000002969,76,2025,,,,,
0000002969,76,2026,,,,,
0000002969,76,2027,,,,,
0000002969,76,2028,,,,,
0000002969,76,2029,,,,,
0000002969,76,2030,,,,,
0000002969,76,2031,,,,,
0000002969,76,2032,,,,,
0000002969,76,2033,,,,,
0000002969,77,2024,,,,,
0000002969,77,2025,,,,,
0000002969,77,2026,,,,,
0000002969,77,2027,,,,,
0000002969,77,2028,,,,,
0000002969,77,2029,,,,,
0000002969,77,2030,,,,,
0000002969,77,2031,,,,,
0000002969,77,2032,,,,,
0000002969,77,2033,,,,,
0000002969,78,2024,,,,,
0000002969,78,2025,,,,,
0000002969,78,2026,,,,,
0000002969,78,2027,,,,,
0000002969,78,2028,,,,,
0000002969,78,2029,,,,,
0000002969,78,2030,,,,,
0000002969,78,2031,,,,,
0000002969,78,2032,,,,,
0000002969,78,2033,,,,,
0000002969,79,2024,,,,,
0000002969,79,2025,,,,,
0000002969,79,2026,,,,,
0000002969,79,2027,,,,,
0000002969,79,2028,,,,,
0000002969,79,2029,,,,,
0000002969,79,2030,,,,,
0000002969,79,2031,,,,,
0000002969,79,2032,,,,,
0000002969,79,2033,,,,,
0000002969,80,2024,,,,,
0000002969,80,2025,,,,,
0000002969,80,2026,,,,,
0000002969,80,2027,,,,,
0000002969,80,2028,,,,,
0000002969,80,2029,,,,,
0000002969,80,2030,,,,,
0000002969,80,2031,,,,,
0000002969,80,2032,,,,,
0000002969,80,2033,,,,,
0000002969,81,2024,,,,,
0000002969,81,2025,,,,,
0000002969,81,2026,,,,,
0000002969,81,2027,,,,,
0000002969,81,2028,,,,,
0000002969,81,2029,,,,,
0000002969,81,2030,,,,,
0000002969,81,2031,,,,,
0000002969,81,2032,,,,,
0000002969,81,2033,,,,,
0000002969,82,2024,,,,,
0000002969,82,2025,,,,,
0000002969,82,2026,,,,,
0000002969,82,2027,,,,,
0000002969,82,2028,,,,,
0000002969,82,2029,,,,,
0000002969,82,2030,,,,,
0000002969,82,2031,,,,,
0000002969,82,2032,,,,,
0000002969,82,2033,,,,,
0000002969,83,2024,,,,,
0000002969,83,2025,,,,,
0000002969,83,2026,,,,,
0000002969,83,2027,,,,,
0000002969,83,2028,,,,,
0000002969,83,2029,,,,,
0000002969,83,2030,,,,,
0000002969,83,2031,,,,,
0000002969,83,2032,,,,,
0000002969,83,2033,,,,,
0000002969,84,2024,,,,,
0000002969,84,2025,,,,,
0000002969,84,2026,,,,,
0000002969,84,2027,,,,,
0000002969,84,2028,,,,,
0000002969,84,2029,,,,,
0000002969,84,2030,,,,,
0000002969,84,2031,,,,,
0000002969,84,2032,,,,,
0000002969,84,2033,,,,,
0000002969,85,2024,,,,,
0000002969,85,2025,,,,,
0000002969,85,2026,,,,,
0000002969,85,2027,,,,,
0000002969,85,2028,,,,,
0000002969,85,2029,,,,,
0000002969,85,2030,,,,,
0000002969,85,2031,,,,,
0000002969,85,2032,,,,,
0000002969,85,2033,,,,,
0000002969,86,2024,,,,,
0000002969,86,2025,,,,,
0000002969,86,2026,,,,,
0000002969,86,2027,,,,,
0000002969,86,2028,,,,,
0000002969,86,2029,,,,,
0000002969,86,2030,,,,,
0000002969,86,2031,,,,,
0000002969,86,2032,,,,,
0000002969,86,2033,,,,,
0000002969,87,2024,,,,,
0000002969,87,2025,,,,,
0000002969,87,2026,,,,,
0000002969,87,2027,,,,,
0000002969,87,2028,,,,,
0000002969,87,2029,,,,,
0000002969,87,2030,,,,,
0000002969,87,2031,,,,,
0000002969,87,2032,,,,,
0000002969,87,2033,,,,,
0000002969,88,2024,,,,,
0000002969,88,2025,,,,,
0000002969,88,2026,,,,,
0000002969,88,2027,,,,,
0000002969,88,2028,,,,,
0000002969,88,2029,,,,,
0000002969,88,2030,,,,,
0000002969,88,2031,,,,,
0000002969,88,2032,,,,,
0000002969,88,2033,,,,,
0000002969,89,2024,,,,,
0000002969,89,2025,,,,,
0000002969,89,2026,,,,,
0000002969,89,2027,,,,,
0000002969,89,2028,,,,,
0000002969,89,2029,,,,,
0000002969,89,2030,,,,,
0000002969,89,2031,,,,,
0000002969,89,2032,,,,,
0000002969,89,2033,,,,,
0000002969,90,2024,,,,,
0000002969,90,2025,,,,,
0000002969,90,2026,,,,,
0000002969,90,2027,,,,,
0000002969,90,2028,,,,,
0000002969,90,2029,,,,,
0000002969,90,2030,,,,,
0000002969,90,2031,,,,,
0000002969,90,2032,,,,,
0000002969,90,2033,,,,,
0000002969,91,2024,,,,,
0000002969,91,2025,,,,,
0000002969,91,2026,,,,,
0000002969,91,2027,,,,,
0000002969,91,2028,,,,,
0000002969,91,2029,,,,,
0000002969,91,2030,,,,,
0000002969,91,2031,,,,,
0000002969,91,2032,,,,,
0000002969,91,2033,,,,,
0000002969,92,2024,,,,,
0000002969,92,2025,,,,,
0000002969,92,2026,,,,,
0000002969,92,2027,,,,,
0000002969,92,2028,,,,,
0000002969,92,2029,,,,,
0000002969,92,2030,,,,,
0000002969,92,2031,,,,,
0000002969,92,2032,,,,,
0000002969,92,2033,,,,,
0000002969,93,2024,,,,,
0000002969,93,2025,,,,,
0000002969,93,2026,,,,,
0000002969,93,2027,,,,,
0000002969,93,2028,,,,,
0000002969,93,2029,,,,,
0000002969,93,2030,,,,,
